transcript_id,DRR095904,DRR095905,DRR095906,DRR095907,DRR095908,DRR095909
MSTRG.32544.2,108,165,216,81,110,100
rna-ELECO.r07.6AG0539840.1,2,0,25,6,9,0
MSTRG.32545.1,0,7,74,99,112,67
MSTRG.32545.3,0,0,47,151,121,99
rna-ELECO.r07.6AG0539830.1,38,84,10,12,17,0
rna-ELECO.r07.6AG0539850.1,1038,1103,1636,64,58,75
rna-ELECO.r07.6AG0539880.1,132,139,211,2415,1029,522
MSTRG.32548.2,6,22,18,698,272,42
MSTRG.32549.2,0,0,0,808,522,459
rna-ELECO.r07.6AG0539890.1,0,0,0,169,49,62
MSTRG.32549.1,199,277,245,1231,1037,482
rna-ELECO.r07.6AG0539910.1,0,1,0,222,250,135
MSTRG.32551.2,0,0,0,0,125,161
rna-ELECO.r07.6AG0539940.1,0,0,0,0,0,0
MSTRG.32551.1,2,15,32,343,149,8
rna-ELECO.r07.6AG0539950.1,141,279,320,2378,2139,1226
MSTRG.32553.3,0,29,1,2,4,2
MSTRG.32553.1,27,35,45,126,151,91
MSTRG.32553.2,9,0,26,104,44,64
MSTRG.32554.1,243,200,366,927,750,324
rna-ELECO.r07.6AG0540030.1,67,81,16,347,209,166
rna-ELECO.r07.6AG0540040.1,15,35,9,153,76,40
MSTRG.32555.1,92,238,309,580,460,256
rna-ELECO.r07.6AG0540050.1,157,0,39,421,502,335
MSTRG.32556.1,0,0,0,99,1,79
MSTRG.32556.2,139,123,251,1448,1268,695
rna-ELECO.r07.6AG0540060.1,12,6,14,257,199,179
rna-ELECO.r07.6AG0540080.1,18,0,4,86,36,13
rna-ELECO.r07.6AG0540090.1,0,0,29,21,27,28
MSTRG.32558.1,222,298,266,1447,1169,835
MSTRG.32559.1,183,430,337,613,471,393
rna-ELECO.r07.6AG0540150.1,0,0,0,0,0,0
MSTRG.32560.3,0,153,0,13,7,27
MSTRG.32560.1,478,475,502,123,130,144
MSTRG.32560.4,37,188,39,11,4,9
rna-ELECO.r07.6AG0540160.1,179,215,257,1422,1197,683
MSTRG.32562.1,33,0,5,86,41,24
MSTRG.32562.2,12,87,79,69,115,106
MSTRG.32563.1,0,0,0,147,136,60
rna-ELECO.r07.6AG0540180.1,0,0,0,37,5,6
rna-ELECO.r07.6AG0540190.1,0,11,33,11,9,4
MSTRG.32565.2,0,18,13,6,4,2
MSTRG.32565.1,34,70,0,281,310,228
rna-ELECO.r07.6AG0540200.1,11,19,61,356,218,154
MSTRG.32568.2,0,0,366,0,0,0
MSTRG.32568.4,0,0,0,0,0,104
MSTRG.32568.6,0,167,0,0,0,0
rna-ELECO.r07.6AG0540260.1,0,0,0,0,0,0
MSTRG.32568.1,542,644,571,2269,2160,1408
MSTRG.32568.3,75,210,427,1210,546,613
MSTRG.32568.5,53,0,0,42,50,26
MSTRG.32568.7,66,139,0,224,270,157
MSTRG.32568.8,194,0,0,0,0,0
rna-ELECO.r07.6AG0540250.1,3,3,2,1,6,3
MSTRG.32568.9,119,0,0,5,1,1
rna-ELECO.r07.6AG0540340.1,20,22,15,246,293,186
MSTRG.32569.1,20,0,22,8,14,8
rna-ELECO.r07.6AG0540320.1,0,3,8,290,311,135
rna-ELECO.r07.6AG0540310.1,0,0,0,3,4,0
MSTRG.32574.1,304,347,435,929,1318,701
rna-ELECO.r07.6AG0540350.1,142,95,94,75,173,71
MSTRG.32577.1,0,37,31,133,112,100
rna-ELECO.r07.6AG0540380.1,0,5,12,102,105,61
MSTRG.32578.1,15,39,45,102,105,35
MSTRG.32580.1,39,0,150,396,396,247
rna-ELECO.r07.6AG0540440.1,5,124,7,6,12,7
rna-ELECO.r07.6AG0540390.1,0,0,0,6,9,7
rna-ELECO.r07.6AG0540410.1,0,0,0,10,0,0
MSTRG.32579.1,26,0,0,599,513,277
MSTRG.32581.1,563,886,970,214,298,318
rna-ELECO.r07.6AG0540450.1,69,62,106,39,23,34
MSTRG.32582.1,72,70,84,566,566,304
rna-ELECO.r07.6AG0540460.1,1,5,2,3,4,6
rna-ELECO.r07.6AG0540470.1,126,208,211,774,629,456
MSTRG.32584.1,43,57,89,68,76,63
rna-ELECO.r07.6AG0540500.1,0,0,14,15,22,24
MSTRG.32586.1,32,0,61,160,233,116
rna-ELECO.r07.6AG0540510.1,0,0,0,5,3,0
rna-ELECO.r07.6AG0540540.1,54,60,70,226,288,148
MSTRG.32587.1,111,148,49,442,261,188
rna-ELECO.r07.6AG0540530.1,7,4,0,31,59,55
MSTRG.32589.2,0,416,0,0,0,0
MSTRG.32589.1,17,1899,1576,2154,3285,2191
rna-ELECO.r07.6AG0540550.1,1441,32,773,3081,984,538
rna-ELECO.r07.6AG0540560.1,297,199,287,385,333,275
MSTRG.32591.2,0,0,0,603,956,108
rna-ELECO.r07.6AG0540590.1,0,0,0,1,0,0
MSTRG.32591.1,104,1372,670,5117,3416,2801
MSTRG.32591.3,667,0,562,661,853,948
MSTRG.32593.3,0,0,0,24,35,80
MSTRG.32593.1,44,0,144,327,216,46
MSTRG.32593.2,243,186,243,582,463,381
rna-ELECO.r07.6AG0540610.1,8,0,2,21,1,15
rna-ELECO.r07.6AG0540620.1,0,0,0,0,0,0
MSTRG.32594.1,121,52,110,487,390,240
MSTRG.32595.1,242,348,338,1228,829,624
MSTRG.32597.1,1,19,17,28,21,35
MSTRG.32597.2,20,32,1,17,14,2
MSTRG.32598.1,15,2,13,10,14,6
MSTRG.32600.1,4,12,3,5,3,2
MSTRG.32601.1,4,8,0,0,0,0
MSTRG.32599.1,1,22,0,18,8,7
rna-ELECO.r07.6AG0540660.1,196,344,268,10,26,9
rna-ELECO.r07.6AG0540670.1,201,283,319,586,451,312
MSTRG.32604.1,284,315,264,1273,1011,757
MSTRG.32605.1,23,124,84,22,57,48
rna-ELECO.r07.6AG0540700.1,4,0,15,43,19,0
rna-ELECO.r07.6AG0540710.1,2,2,4,81,63,44
rna-ELECO.r07.6AG0540720.1,0,0,17,32,17,0
MSTRG.32606.1,145,149,175,436,343,226
rna-ELECO.r07.6AG0540750.1,0,0,0,0,19,0
MSTRG.32607.1,0,0,0,0,1,0
MSTRG.32607.4,0,48,0,243,181,44
MSTRG.32607.3,115,76,166,243,129,193
rna-ELECO.r07.6AG0540760.1,558,795,674,2318,1736,967
MSTRG.32610.1,0,91,54,196,174,119
MSTRG.32610.3,0,0,0,33,19,46
rna-ELECO.r07.6AG0540850.1,0,0,0,0,0,0
MSTRG.32610.2,38,25,26,307,294,126
MSTRG.32609.1,37,185,171,550,560,299
rna-ELECO.r07.6AG0540840.1,77,0,42,85,71,67
rna-ELECO.r07.6AG0540860.1,347,507,517,1903,1402,937
rna-ELECO.r07.6AG0540900.1,5,17,1,65,58,12
MSTRG.32613.2,153,115,157,379,393,212
rna-ELECO.r07.6AG0540910.1,0,0,7,48,59,34
MSTRG.32615.1,22,0,0,7,0,0
rna-ELECO.r07.6AG0540990.1,494,499,525,2268,2026,1726
MSTRG.32618.1,0,17,10,72,55,25
rna-ELECO.r07.6AG0541000.1,3,6,3,2,1,1
rna-ELECO.r07.6AG0541030.1,244,249,368,2270,2051,1232
rna-ELECO.r07.6AG0541070.1,188,212,278,892,734,548
MSTRG.32622.1,11,48,23,1012,714,500
MSTRG.32623.1,0,11,0,86,148,59
MSTRG.32624.2,0,0,0,65,104,79
rna-ELECO.r07.6AG0541150.1,47,53,29,205,277,164
rna-ELECO.r07.6AG0541160.1,77,103,141,1409,1097,728
MSTRG.32627.1,9,0,0,14,13,23
MSTRG.32628.1,15,34,0,10,14,8
rna-ELECO.r07.6AG0541170.1,0,0,5,14,11,9
MSTRG.32626.1,211,0,245,810,1204,863
MSTRG.32626.2,86,222,0,900,358,324
MSTRG.32630.2,0,0,1,23,27,4
MSTRG.32630.1,44,52,83,388,289,170
rna-ELECO.r07.6AG0541210.1,4,0,0,15,24,2
MSTRG.32629.1,25,50,65,204,197,125
MSTRG.32631.1,0,0,146,0,0,20
rna-ELECO.r07.6AG0541220.1,0,0,0,0,0,0
MSTRG.32631.3,103,214,127,629,563,364
rna-ELECO.r07.6AG0541230.1,2,18,0,0,0,0
MSTRG.32633.1,0,0,0,6,5,15
MSTRG.32634.2,0,5,0,0,1,2
rna-ELECO.r07.6AG0541310.1,74,44,76,424,266,94
rna-ELECO.r07.6AG0541240.1,0,0,6,22,20,21
MSTRG.32635.2,0,0,37,114,137,89
MSTRG.32635.3,0,0,0,110,113,44
MSTRG.32635.4,0,0,0,7,0,37
MSTRG.32635.5,0,0,0,33,0,0
rna-ELECO.r07.6AG0541320.1,0,0,44,77,11,25
MSTRG.32635.1,6,12,6,96,223,76
MSTRG.32635.6,69,90,13,25,34,39
MSTRG.32636.1,200,0,52,234,142,99
MSTRG.32636.2,1829,3375,3286,1443,1512,1335
rna-ELECO.r07.6AG0541330.1,43,51,32,3,1,17
rna-ELECO.r07.6AG0541340.1,4,0,0,188,164,68
rna-ELECO.r07.6AG0541370.1,246,336,341,582,501,387
rna-ELECO.r07.6AG0541350.1,506,416,625,1777,1398,958
rna-ELECO.r07.6AG0541380.1,0,0,0,0,0,0
MSTRG.32640.1,23,60,29,90,41,40
MSTRG.32644.1,132,410,242,716,625,401
MSTRG.32644.2,54,36,108,48,9,17
rna-ELECO.r07.6AG0541420.1,3,11,3,148,81,4
MSTRG.32643.1,0,0,15,0,0,0
MSTRG.32642.1,6,0,17,91,87,66
rna-ELECO.r07.6AG0541470.1,26,93,81,120,130,43
rna-ELECO.r07.6AG0541460.1,23,0,0,618,499,363
rna-ELECO.r07.6AG0541510.1,0,6,10,24,25,12
rna-ELECO.r07.6AG0541520.1,0,0,0,9,2,0
MSTRG.32650.1,0,0,0,6,54,4
rna-ELECO.r07.6AG0541560.1,12,5,10,26,26,15
rna-ELECO.r07.6AG0541570.1,0,0,0,8,4,0
MSTRG.32652.2,0,0,49,616,546,321
rna-ELECO.r07.6AG0541600.1,47,29,19,66,0,0
MSTRG.32647.5,0,37,145,69,93,105
MSTRG.32647.6,0,84,195,69,112,97
MSTRG.32647.7,0,0,25,0,0,14
MSTRG.32647.9,0,42,92,14,3,13
rna-ELECO.r07.6AG0541480.1,0,0,4,6,2,1
MSTRG.32648.3,0,0,234,309,111,139
MSTRG.32647.2,41,39,100,93,95,83
MSTRG.32647.1,72,67,360,566,251,80
MSTRG.32647.3,594,286,289,432,849,467
MSTRG.32647.4,47,143,45,150,44,137
MSTRG.32647.10,28,136,0,60,51,27
MSTRG.32647.8,14,692,74,37,8,7
MSTRG.32648.1,353,56,289,796,1072,418
MSTRG.32648.2,4,422,227,351,171,452
MSTRG.32648.5,44,5,37,3,4,13
MSTRG.32648.4,32,0,0,42,35,44
rna-ELECO.r07.6AG0541490.1,81,49,6,6,92,135
MSTRG.32653.1,11,0,8,7,15,4
rna-ELECO.r07.6AG0541630.1,0,0,0,41,0,0
MSTRG.32654.1,4,68,28,196,181,175
MSTRG.32655.1,55,202,92,491,304,149
rna-ELECO.r07.6AG0541650.1,23,13,48,186,128,99
MSTRG.32655.3,21,0,13,0,15,0
rna-ELECO.r07.6AG0541660.1,0,0,51,205,198,134
MSTRG.32656.1,70,71,0,131,76,33
rna-ELECO.r07.6AG0541640.1,12,11,11,120,107,33
rna-ELECO.r07.6AG0541700.1,459,684,737,2032,1574,884
MSTRG.32659.1,1159,1520,1326,492,567,448
MSTRG.32661.1,105,81,93,353,286,156
rna-ELECO.r07.6AG0541790.1,40,116,76,50,52,24
rna-ELECO.r07.6AG0541810.1,0,64,62,34,12,13
MSTRG.32660.3,0,0,0,1665,640,1249
MSTRG.32660.4,0,0,114,0,135,0
MSTRG.32660.1,343,97,446,3040,4684,977
MSTRG.32660.2,1152,1457,1426,2996,156,1483
rna-ELECO.r07.6AG0541850.1,0,0,0,0,2,0
MSTRG.32664.1,1,12,3,1,1,0
rna-ELECO.r07.6AG0541890.1,75,44,49,0,0,0
rna-ELECO.r07.6AG0541910.1,2,3,4,0,0,0
rna-ELECO.r07.6AG0541930.1,64,18,19,7,22,19
rna-ELECO.r07.6AG0542000.1,92,108,73,0,11,0
rna-ELECO.r07.6AG0542110.1,37,62,39,1887,1704,1302
MSTRG.32670.3,0,32,0,92,174,102
MSTRG.32670.1,87,69,54,87,150,83
rna-ELECO.r07.6AG0542120.1,7,1,74,318,9,11
rna-ELECO.r07.6AG0542130.1,49,16,11,19,50,22
rna-ELECO.r07.6AG0542150.1,28,0,17,0,0,0
rna-ELECO.r07.6AG0542140.1,892,448,372,345,650,308
MSTRG.32673.1,35,0,67,235,191,120
rna-ELECO.r07.6AG0542190.1,4,12,2,4,5,6
rna-ELECO.r07.6AG0542200.1,164,201,155,480,385,259
MSTRG.32675.3,0,0,10,210,229,181
rna-ELECO.r07.6AG0542210.1,24,55,11,53,94,26
MSTRG.32675.2,22,0,26,172,215,147
rna-ELECO.r07.6AG0542270.1,30,13,7,4,24,10
rna-ELECO.r07.6AG0542260.1,157,200,176,84,77,100
rna-ELECO.r07.6AG0542280.1,1465,1046,754,489,1271,1340
MSTRG.32681.1,3,20,12,2,3,1
rna-ELECO.r07.6AG0542310.1,0,0,0,0,75,0
MSTRG.32682.1,13,0,2,132,126,123
rna-ELECO.r07.6AG0542320.1,0,27,0,408,456,308
rna-ELECO.r07.6AG0542360.1,0,0,2,8,9,9
MSTRG.32685.1,9,0,0,0,0,0
MSTRG.32687.1,67,44,77,354,309,213
rna-ELECO.r07.6AG0542470.1,7,0,13,3,0,0
rna-ELECO.r07.6AG0542430.1,0,0,0,0,0,0
MSTRG.32686.1,113,133,161,907,826,399
rna-ELECO.r07.6AG0542460.1,5,17,49,157,140,94
rna-ELECO.r07.6AG0542540.1,93,83,64,924,868,499
MSTRG.32690.1,49,8,37,22,42,22
rna-ELECO.r07.6AG0542570.1,102,78,81,742,580,350
MSTRG.32692.1,12,0,0,0,0,0
rna-ELECO.r07.6AG0542610.1,29,28,20,72,60,45
rna-ELECO.r07.6AG0542650.1,0,0,10,21,5,0
MSTRG.32699.2,0,0,0,164,277,174
MSTRG.32699.1,71,99,0,395,221,278
rna-ELECO.r07.6AG0542710.1,12,31,114,7,9,9
rna-ELECO.r07.6AG0542720.1,15,0,9,260,200,128
MSTRG.32701.2,0,89,33,494,273,214
MSTRG.32701.3,0,0,0,186,148,240
MSTRG.32701.4,0,139,0,24,14,19
MSTRG.32701.1,84,0,122,0,310,9
rna-ELECO.r07.6AG0542730.1,48,0,15,648,395,283
rna-ELECO.r07.6AG0542740.1,79,106,124,813,787,403
rna-ELECO.r07.6AG0542750.1,0,0,0,82,108,58
rna-ELECO.r07.6AG0542760.1,20,0,19,24,19,3
rna-ELECO.r07.6AG0542770.1,28,34,31,53,74,60
rna-ELECO.r07.6AG0542780.1,3,0,0,0,0,7
MSTRG.32707.2,29,37,47,115,112,102
MSTRG.32709.1,8,0,0,0,2,1
MSTRG.32708.1,0,10,0,189,228,103
rna-ELECO.r07.6AG0542800.1,0,0,0,367,89,155
MSTRG.32708.2,41,50,125,201,390,147
MSTRG.32708.3,4,0,0,0,1,0
rna-ELECO.r07.6AG0542820.1,0,0,0,26,28,8
rna-ELECO.r07.6AG0542830.1,47,48,76,195,177,56
rna-ELECO.r07.6AG0542850.1,0,8,18,15,14,0
MSTRG.32712.1,655,877,801,2942,2953,1809
MSTRG.32712.2,90,0,342,756,364,198
MSTRG.32712.3,319,294,163,1463,1205,976
rna-ELECO.r07.6AG0542870.1,0,0,0,0,0,0
MSTRG.32713.1,79,129,82,143,76,59
rna-ELECO.r07.6AG0542910.1,0,0,0,16,12,1
MSTRG.32714.2,0,0,0,54,70,21
MSTRG.32714.1,3,96,87,119,102,58
rna-ELECO.r07.6AG0542920.1,71,21,26,49,16,33
MSTRG.32715.3,0,0,9,5,5,0
MSTRG.32715.1,87,169,161,1006,802,513
MSTRG.32715.2,2,0,47,159,31,23
MSTRG.32717.2,0,69,0,162,37,32
MSTRG.32717.3,0,0,83,104,313,277
MSTRG.32717.4,0,353,0,95,145,94
rna-ELECO.r07.6AG0542960.1,177,0,258,517,184,60
rna-ELECO.r07.6AG0542980.1,41,100,86,292,92,22
MSTRG.32719.1,12,11,5,12,9,0
MSTRG.32716.1,1819,2526,2751,340,184,102
rna-ELECO.r07.6AG0542950.1,3588,7077,6557,666,232,104
MSTRG.32720.2,0,465,56,47,71,35
MSTRG.32720.1,613,370,681,3693,2920,1546
rna-ELECO.r07.6AG0543020.1,49,0,53,34,50,427
rna-ELECO.r07.6AG0543030.1,110,126,128,322,259,148
rna-ELECO.r07.6AG0543070.1,237,230,237,1312,1082,631
rna-ELECO.r07.6AG0543090.1,0,0,0,117,4,40
MSTRG.32723.2,0,50,0,60,14,56
MSTRG.32723.3,71,0,52,10,100,8
MSTRG.32724.1,1,22,0,10,8,8
MSTRG.32725.1,19,0,98,917,753,608
rna-ELECO.r07.6AG0543100.1,114,71,90,758,864,760
rna-ELECO.r07.6AG0543110.1,121,273,179,943,610,418
MSTRG.32728.3,0,191,0,14,0,0
MSTRG.32728.1,137,197,315,56,157,51
MSTRG.32728.2,397,386,766,230,227,193
MSTRG.32728.4,39,122,12,6,0,13
rna-ELECO.r07.6AG0543150.1,1,1,2,1,0,0
MSTRG.32730.1,0,0,0,43,1011,25
rna-ELECO.r07.6AG0543200.1,267,516,456,2074,404,972
rna-ELECO.r07.6AG0543220.1,5,0,9,17,21,22
rna-ELECO.r07.6AG0543210.1,66,54,151,1020,686,419
MSTRG.32734.1,45,22,33,24,42,18
rna-ELECO.r07.6AG0543250.1,0,0,10,13,50,12
MSTRG.32735.1,5,5,0,287,255,140
rna-ELECO.r07.6AG0543260.1,26,23,46,102,108,53
rna-ELECO.r07.6AG0543270.1,5,0,0,38,40,10
MSTRG.32737.2,0,100,0,4,7,3
rna-ELECO.r07.6AG0543300.1,82,79,54,65,85,55
rna-ELECO.r07.6AG0543330.1,20,0,9,24,24,20
rna-ELECO.r07.6AG0543340.1,21,103,92,756,661,415
rna-ELECO.r07.6AG0543370.1,18,56,71,11,10,21
MSTRG.32740.1,1471,2689,1907,12360,8383,4889
rna-ELECO.r07.6AG0543350.1,663,12,642,3415,2603,1988
MSTRG.32742.1,45,49,94,280,306,179
rna-ELECO.r07.6AG0543400.1,0,0,0,6,11,11
rna-ELECO.r07.6AG0543520.1,86,151,167,804,705,351
rna-ELECO.r07.6AG0543530.1,0,0,0,4,0,0
MSTRG.32751.1,170,244,164,231,133,43
rna-ELECO.r07.6AG0543540.1,12,25,28,929,625,421
MSTRG.32744.4,0,0,0,775,631,472
rna-ELECO.r07.6AG0543440.1,0,0,0,0,0,2
rna-ELECO.r07.6AG0543450.1,0,0,0,6,2,0
MSTRG.32749.1,0,0,5,24,36,13
MSTRG.32744.1,13,90,0,1222,198,41
MSTRG.32744.3,117,220,123,485,302,527
MSTRG.32744.5,15,3,26,185,166,84
MSTRG.32744.2,21,0,430,990,1949,1328
MSTRG.32744.6,22,12,36,253,206,132
MSTRG.32744.7,2,10,8,61,59,31
rna-ELECO.r07.6AG0543410.1,250,341,127,1324,71,191
rna-ELECO.r07.6AG0543430.1,95,154,114,271,245,175
rna-ELECO.r07.6AG0543460.1,500,965,780,28,42,18
rna-ELECO.r07.6AG0543480.1,104,0,238,56,995,550
rna-ELECO.r07.6AG0543550.1,163,369,250,1206,864,560
rna-ELECO.r07.6AG0543560.1,56,198,165,422,329,150
MSTRG.32755.1,0,20,0,488,376,19
rna-ELECO.r07.6AG0543570.1,0,0,0,0,0,0
MSTRG.32755.2,17,0,0,118,73,7
rna-ELECO.r07.6AG0543580.1,127,235,112,707,423,39
MSTRG.32758.1,35,60,70,18,14,27
MSTRG.32759.1,29,19,4,7,13,22
MSTRG.32760.1,56,40,27,11,3,12
rna-ELECO.r07.6AG0543630.1,155,57,115,154,195,54
MSTRG.32757.1,0,0,2856,1596,4732,3101
MSTRG.32757.2,0,0,108,3107,1860,925
rna-ELECO.r07.6AG0543590.1,2818,3074,499,6019,3467,2864
rna-ELECO.r07.6AG0543650.1,21,115,95,187,176,57
MSTRG.32762.2,38,1,0,1,1,1
MSTRG.32768.1,0,0,36,320,270,160
rna-ELECO.r07.6AG0543680.1,0,0,0,19,3,23
MSTRG.32765.1,0,0,0,10,8,4
rna-ELECO.r07.6AG0543670.1,0,0,0,4,2,0
MSTRG.32763.1,43,93,141,53,136,38
MSTRG.32763.2,54,70,56,123,75,27
rna-ELECO.r07.6AG0543660.1,130,187,239,327,163,163
MSTRG.32764.1,14,1,60,59,55,19
MSTRG.32766.1,9,0,0,3,4,4
MSTRG.32767.1,6,0,0,218,63,14
rna-ELECO.r07.6AG0543710.1,72,46,47,428,348,187
rna-ELECO.r07.6AG0543730.1,116,79,127,343,295,214
MSTRG.32772.1,10,14,32,56,38,38
rna-ELECO.r07.6AG0543740.1,49,24,21,67,25,12
MSTRG.32773.2,1,20,0,1,1,1
rna-ELECO.r07.6AG0543750.1,0,43,29,26,107,26
MSTRG.32775.2,91,0,99,178,195,166
rna-ELECO.r07.6AG0543760.1,230,315,341,460,378,348
rna-ELECO.r07.6AG0543830.1,13,16,4,5,16,8
rna-ELECO.r07.6AG0543850.1,4,0,12,2,0,3
rna-ELECO.r07.6AG0543860.1,55,37,14,93,85,69
rna-ELECO.r07.6AG0543800.1,404,459,568,770,607,476
MSTRG.32779.1,24,10,0,64,79,54
MSTRG.32780.1,5,0,5,16,45,18
rna-ELECO.r07.6AG0543930.1,0,0,0,0,1,0
MSTRG.32781.1,43,10,8,18,25,13
MSTRG.32782.1,11,11,26,23,39,22
MSTRG.32782.2,26,0,0,7,11,2
rna-ELECO.r07.6AG0543940.1,0,0,0,0,0,0
MSTRG.32783.1,80,36,32,222,97,20
rna-ELECO.r07.6AG0543980.1,51,162,172,285,199,85
rna-ELECO.r07.6AG0543990.1,13,3,6,0,3,0
MSTRG.32785.2,0,0,6,291,261,281
MSTRG.32785.1,2,177,154,1148,626,346
MSTRG.32785.3,218,0,0,223,304,78
rna-ELECO.r07.6AG0544010.1,61,36,98,67,344,322
rna-ELECO.r07.6AG0544030.1,7,0,0,0,0,0
rna-ELECO.r07.6AG0544040.1,18,0,9,60,83,30
rna-ELECO.r07.6AG0544020.1,224,123,102,402,877,409
MSTRG.32790.1,4,18,4,8,7,8
MSTRG.32788.2,0,0,193,616,486,229
MSTRG.32788.1,321,243,220,512,276,190
rna-ELECO.r07.6AG0544060.1,27,105,21,25,101,27
rna-ELECO.r07.6AG0544140.1,0,0,0,0,0,0
MSTRG.32791.1,293,253,427,78,243,44
MSTRG.32791.3,20,173,139,209,216,183
MSTRG.32791.4,2,31,29,0,0,0
MSTRG.32793.1,0,0,128,0,88,0
rna-ELECO.r07.6AG0544150.1,167,258,74,170,65,46
rna-ELECO.r07.6AG0544160.1,187,272,219,1408,939,608
rna-ELECO.r07.6AG0544180.1,126,172,159,622,404,291
MSTRG.32799.1,44,2,26,135,94,19
rna-ELECO.r07.6AG0544240.1,1,0,1,1,1,1
rna-ELECO.r07.6AG0544250.1,101,87,120,1146,1176,848
MSTRG.32798.1,0,0,0,1,787,0
MSTRG.32798.3,0,344,124,3,34,61
MSTRG.32798.4,0,0,634,0,1,77
MSTRG.32798.5,0,0,651,0,1,0
MSTRG.32798.7,0,261,0,0,0,0
MSTRG.32798.8,0,929,51,42,68,38
MSTRG.32798.2,296,4,0,809,6,771
MSTRG.32798.6,123,0,12,6,25,14
MSTRG.32798.9,539,0,38,1,1,5
rna-ELECO.r07.6AG0544230.1,5,8,0,1,6,7
MSTRG.32801.1,29,81,88,246,248,201
rna-ELECO.r07.6AG0544260.1,74,43,38,77,88,71
MSTRG.32802.1,3,12,2,7,1,3
rna-ELECO.r07.6AG0544300.1,162,257,186,653,601,343
MSTRG.32804.1,0,197,71,408,255,188
MSTRG.32804.2,196,0,0,130,134,114
rna-ELECO.r07.6AG0544310.1,14,6,174,345,256,140
rna-ELECO.r07.6AG0544320.1,105,101,96,1232,723,360
MSTRG.32808.1,14,47,14,113,114,88
rna-ELECO.r07.6AG0544340.1,854,1035,880,1353,1228,922
rna-ELECO.r07.6AG0544400.1,162,148,111,373,324,294
MSTRG.32810.1,41,29,22,1212,916,836
rna-ELECO.r07.6AG0544420.1,112,152,167,536,543,243
rna-ELECO.r07.6AG0544430.1,115,9,21,138,129,83
MSTRG.32811.1,45,200,259,334,281,200
rna-ELECO.r07.6AG0544440.1,80,58,91,23,43,7
MSTRG.32813.1,182,123,117,399,330,198
rna-ELECO.r07.6AG0544450.1,3,112,127,214,170,126
rna-ELECO.r07.6AG0542250.1,227957,258281,239392,36007,59286,65677
rna-ELECO.r07.6AG0544460.1,0,0,0,2,7,0
MSTRG.32814.2,0,0,0,3,32,0
MSTRG.32814.1,164,205,266,560,466,384
rna-ELECO.r07.6AG0544470.1,981,1073,1048,961,732,546
MSTRG.32816.1,0,0,164,362,242,145
rna-ELECO.r07.6AG0544480.1,136,148,56,96,103,102
rna-ELECO.r07.6AG0544520.1,0,0,0,4,5,4
MSTRG.32820.1,9,0,0,0,0,0
rna-ELECO.r07.6AG0544500.1,0,0,0,16,9,56
rna-ELECO.r07.6AG0544490.1,1079,610,685,1724,3025,2253
MSTRG.32818.1,80,48,74,514,388,221
rna-ELECO.r07.6AG0544530.1,0,0,0,3,4,5
MSTRG.32821.1,28,58,76,284,237,193
MSTRG.32822.2,0,23,0,21,7,4
rna-ELECO.r07.6AG0544550.1,79,54,110,1450,1066,645
rna-ELECO.r07.6AG0544560.1,269,454,320,341,275,302
MSTRG.32824.1,379,295,541,11,15,5
rna-ELECO.r07.6AG0544570.1,25,0,0,0,0,0
MSTRG.32825.1,274,175,340,878,640,574
rna-ELECO.r07.6AG0544580.1,45,198,88,123,110,51
rna-ELECO.r07.6AG0544600.1,163,214,231,721,518,372
MSTRG.32828.1,0,0,9,0,0,1
rna-ELECO.r07.6AG0544640.1,12,0,0,58,58,36
rna-ELECO.r07.6AG0544650.1,33,66,69,1095,825,513
MSTRG.32830.2,0,36,11,55,0,0
MSTRG.32830.1,189,204,295,1216,917,620
rna-ELECO.r07.6AG0544660.1,7,0,4,33,33,3
MSTRG.32831.2,0,0,0,29,46,54
rna-ELECO.r07.6AG0544700.1,0,0,6,11,62,10
MSTRG.32833.5,0,0,69,0,1,0
MSTRG.32831.1,43,20,93,130,61,42
rna-ELECO.r07.6AG0544670.1,10,0,23,9,38,21
rna-ELECO.r07.6AG0544690.1,1033,483,696,228,458,277
MSTRG.32833.1,40,15,91,588,451,193
MSTRG.32833.2,38,228,145,473,137,60
MSTRG.32833.3,147,0,0,37,0,0
rna-ELECO.r07.6AG0544720.1,0,0,19,9,2,3
MSTRG.32834.5,0,0,0,20,9,28
MSTRG.32834.1,21,44,117,72,67,47
MSTRG.32834.3,13,0,4,5,3,1
rna-ELECO.r07.6AG0544730.1,19,30,71,167,127,63
MSTRG.32835.1,46,183,105,113,163,109
MSTRG.32837.5,0,42,0,11,8,0
MSTRG.32837.1,61,169,172,215,298,151
rna-ELECO.r07.6AG0544800.1,9,0,61,52,52,13
MSTRG.32837.4,53,86,64,248,145,104
MSTRG.32837.3,3,35,0,4,2,5
MSTRG.32838.3,0,21,98,0,2,4
MSTRG.32838.4,0,0,12,120,148,71
rna-ELECO.r07.6AG0544820.1,0,0,0,18,8,7
MSTRG.32838.1,87,205,145,32,7,154
rna-ELECO.r07.6AG0544810.1,437,380,220,18,59,195
rna-ELECO.r07.6AG0544830.1,3,9,33,13,18,5
MSTRG.32840.2,0,0,0,812,0,0
rna-ELECO.r07.6AG0544900.1,0,0,0,0,0,87
MSTRG.32840.1,239,334,225,3267,3593,2761
rna-ELECO.r07.6AG0544910.1,13,0,9,25,17,11
MSTRG.32841.2,0,0,0,1496,4723,0
MSTRG.32841.1,1075,1384,936,4370,171,2631
