transcript_id	baseMean	log2FoldChange_MLE	lfcSE_MLE	stat	pvalue	padj	log2FoldChange_apeglm	lfcSE_apeglm	is_novel_class_u	zero_in_all_controls	ctrl_raw_sum	drt_raw_sum	ctrl_n_nonzero	rank_by_padj
rna-ELECO.r07.6AG0528820.1	1270.44758090475	-6.21564923056115	0.365354893507016	-17.0126344029433	6.61932258960598e-65	6.61218747564576e-62	-6.1730700663654	0.367125030081089	FALSE	FALSE	5107	158	3	77
MSTRG.31666.1	923.507428578217	3.8379876233541	0.225699733779143	17.0048389472614	7.56126946988358e-65	7.45628415147482e-62	3.81500093456035	0.226357968385503	FALSE	FALSE	245	8511	3	78
MSTRG.11728.1	46404.3239492939	-4.81325340348356	0.284205647013506	-16.9358119870673	2.4495485165805e-64	2.38496105379522e-61	-4.77979575604328	0.284817410757134	FALSE	FALSE	184016	14924	3	79
rna-ELECO.r07.2AG0137990.1	2301.27423011179	3.62140828082322	0.214387476180948	16.8918835434523	5.16281554109858e-64	4.96385353718349e-61	3.60090153094935	0.21489025650241	FALSE	FALSE	714	20836	3	80
rna-ELECO.r07.8BG0647870.1	560.777070528021	3.41974379444806	0.203310944137887	16.820264196544	1.73383804248313e-63	1.64643976189722e-60	3.3994775828735	0.203713481370437	FALSE	FALSE	196	4977	3	81
rna-ELECO.r07.2AG0150390.1	2976.25677173423	-2.68265910661141	0.160173246468027	-16.7484843178658	5.8087452320667e-63	5.44867386603506e-60	-2.66744649442723	0.160394719222291	FALSE	FALSE	10565	3951	3	82
MSTRG.4920.4	18285.5332467687	-2.25216974787044	0.135030716468565	-16.6789439230647	1.86486596459322e-62	1.7281915108267e-59	-2.24037589067676	0.135169763928118	FALSE	FALSE	61660	30888	3	83
MSTRG.42828.1	254.955142081559	-4.34871487506574	0.263848913713025	-16.4818373282962	4.95556674257943e-61	4.53770627546407e-58	-4.31920141539723	0.264492208680822	TRUE	FALSE	1000	116	3	84
rna-ELECO.r07.2BG0153490.1	7570.19978427417	-2.9642482013665	0.180022745201602	-16.4659648870865	6.4427088666057e-61	5.83004515167895e-58	-2.94591126743373	0.18034788347973	FALSE	FALSE	27384	8311	3	85
MSTRG.1687.4	17686.3079751485	-1.84063692523869	0.1118993749005	-16.4490367070896	8.52127314498548e-61	7.62128798247498e-58	-1.83240888363886	0.111964310077324	FALSE	FALSE	56685	37471	3	86
rna-ELECO.r07.5BG0410560.1	12762.1125787072	-4.14690684152658	0.252152505316986	-16.4460267262204	8.95537751964702e-61	7.91748014573207e-58	-4.11813167810778	0.252811555134873	FALSE	FALSE	49633	6429	3	87
rna-ELECO.r07.5BG0423710.1	601.511453026737	-6.25367915213717	0.380719132828879	-16.4259650038339	1.24684356307779e-60	1.08981211751425e-57	-6.20776549248172	0.383265390838238	FALSE	FALSE	2460	73	3	88
rna-ELECO.r07.1BG0094310.1	798.76602125129	-3.50378846187075	0.213338784438846	-16.4235887585415	1.29665533282817e-60	1.12061615994544e-57	-3.48071322873913	0.213941151414632	FALSE	FALSE	3013	620	3	89
MSTRG.19537.1	549.037575394003	-3.08520333266014	0.189026293327132	-16.3215565324599	6.93446862515527e-60	5.92642803601186e-57	-3.06579222067262	0.189330108223396	FALSE	FALSE	2033	567	3	90
MSTRG.45015.1	311.315467451941	-7.44945459112863	0.458216455072263	-16.2575012500453	1.97635238674304e-59	1.67049556627598e-56	-7.39458855009878	0.459318838364288	FALSE	FALSE	1279	17	3	91
